kd_kuliah,th_kur,nama_kuliah,sks,no_kelas,tahun,semester,no_ps_penyelenggara,nama_ps_penyelenggara,sifat
IF4092-2013,2013,Tugas Akhir II,4,01,2014,3,135,Teknik Informatika,W
II4090-2013,2013,Kerja Praktek,2,01,2014,3,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2014,3,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2014,3,182,Sistem dan Teknologi Informasi,W
KI1102-2013,2013,Kimia Dasar IB,2,01,2014,3,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2014,3,105,Kimia,W
MA1101-2013,2013,Matematika IA,4,01,2014,3,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,01,2014,3,101,Matematika,W
AE4080-2013,2013,Sistem Avionika,3,01,2015,1,136,Teknik Dirgantara,P
AS2005-2013,2013,Astronomi dan Lingkungan,2,02,2015,1,103,Astronomi,P
BI2001-2013,2013,Pengetahuan Lingkungan,2,05,2015,1,106,Biologi,P
BI2001-2013,2013,Pengetahuan Lingkungan,2,07,2015,1,106,Biologi,W
BI2001-2013,2013,Pengetahuan Lingkungan,2,08,2015,1,106,Biologi,P
BI2001-2013,2013,Pengetahuan Lingkungan,2,10,2015,1,106,Biologi,P
BI4105-2013,2013,Neurobiologi,2,01,2015,1,106,Biologi,P
BM4107-2013,2013,Mikrobiologi Kosmetik,2,01,2015,1,104,Mikrobiologi,P
DK3014-2013,2013,Psikologi Persepsi,3,01,2015,1,174,Desain Komunikasi Visual,P
DK3014-2013,2013,Psikologi Persepsi,3,02,2015,1,174,Desain Komunikasi Visual,P
DK3016-2013,2013,Psikologi Sosial,2,01,2015,1,174,Desain Komunikasi Visual,P
DK3016-2013,2013,Psikologi Sosial,2,02,2015,1,174,Desain Komunikasi Visual,P
DP3111-2013,2013,Desain dan Faktor Manusia I,2,01,2015,1,175,Desain Produk,P
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,01,2015,1,132,Teknik Elektro,W
EL2142-2013,2013,Sistem Digital & Mikroprosesor,4,01,2015,1,132,Teknik Elektro,W
EL2142-2013,2013,Sistem Digital & Mikroprosesor,4,02,2015,1,132,Teknik Elektro,W
EP4072-2013,2013,SCADA dan Manajemen Energi,3,01,2015,1,180,Teknik Tenaga Listrik,P
FI1101-2013,2013,Fisika Dasar IA,4,14,2015,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,15,2015,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,16,2015,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,17,2015,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,18,2015,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,31,2015,1,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,01,2015,1,102,Fisika,W
IF2110-2013,2013,Algoritma & Struktur Data,4,01,2015,1,135,Teknik Informatika,W
IF2110-2013,2013,Algoritma & Struktur Data,4,02,2015,1,135,Teknik Informatika,W
IF2111-2013,2013,Algoritma dan Struktur Data,3,01,2015,1,135,Teknik Informatika,W
IF2120-2013,2013,Matematika Diskrit,3,01,2015,1,135,Teknik Informatika,W
IF2120-2013,2013,Matematika Diskrit,3,02,2015,1,135,Teknik Informatika,W
IF2121-2013,2013,Logika Informatika,3,01,2015,1,135,Teknik Informatika,W
IF2121-2013,2013,Logika Informatika,3,02,2015,1,135,Teknik Informatika,W
IF2123-2013,2013,Aljabar Geometri,3,01,2015,1,135,Teknik Informatika,W
IF2123-2013,2013,Aljabar Geometri,3,02,2015,1,135,Teknik Informatika,W
IF2130-2013,2013,Organisasi & Arsitektur Komputer,3,01,2015,1,135,Teknik Informatika,W
IF2130-2013,2013,Organisasi & Arsitektur Komputer,3,02,2015,1,135,Teknik Informatika,W
IF2140-2013,2013,Pemodelan Basis Data,3,01,2015,1,135,Teknik Informatika,W
IF2220-2013,2013,Teori Bahasa Formal dan Otomata,3,01,2015,1,135,Teknik Informatika,W
IF2220-2013,2013,Teori Bahasa Formal dan Otomata,3,02,2015,1,135,Teknik Informatika,W
IF3110-2013,2013,Pengembangan Aplikasi Berbasis Web,2,01,2015,1,135,Teknik Informatika,W
IF3110-2013,2013,Pengembangan Aplikasi Berbasis Web,2,02,2015,1,135,Teknik Informatika,W
IF3130-2013,2013,Jaringan Komputer,3,01,2015,1,135,Teknik Informatika,W
IF3130-2013,2013,Jaringan Komputer,3,02,2015,1,135,Teknik Informatika,W
IF3140-2013,2013,Manajemen Basis Data,2,01,2015,1,135,Teknik Informatika,W
IF3140-2013,2013,Manajemen Basis Data,2,02,2015,1,135,Teknik Informatika,W
IF3150-2013,2013,Manajemen Proyek Perangkat Lunak,2,01,2015,1,135,Teknik Informatika,W
IF3150-2013,2013,Manajemen Proyek Perangkat Lunak,2,02,2015,1,135,Teknik Informatika,W
IF3151-2013,2013,Interaksi Manusia & Komputer,3,01,2015,1,135,Teknik Informatika,W
IF3151-2013,2013,Interaksi Manusia & Komputer,3,02,2015,1,135,Teknik Informatika,W
IF3152-2013,2013,Rekayasa Perangkat Lunak,3,01,2015,1,135,Teknik Informatika,W
IF3170-2013,2013,Inteligensi Buatan,4,01,2015,1,135,Teknik Informatika,W
IF3170-2013,2013,Inteligensi Buatan,4,02,2015,1,135,Teknik Informatika,W
IF4031-2013,2013,Pengembangan Aplikasi Terdistribusi,3,01,2015,1,135,Teknik Informatika,P
IF4041-2013,2013,Teknologi Basis Data,3,01,2015,1,135,Teknik Informatika,P
IF4042-2013,2013,Sistem Temu Balik Informasi,3,01,2015,1,135,Teknik Informatika,P
IF4043-2013,2013,Sistem Informasi Lanjut,3,01,2015,1,135,Teknik Informatika,P
IF4050-2013,2013,Pembangunan Perangkat Lunak Berorientasi Service,3,01,2015,1,135,Teknik Informatika,P
IF4070-2013,2013,Representasi Pengetahuan dan Penalaran,3,01,2015,1,135,Teknik Informatika,P
IF4071-2013,2013,Pembelajaran Mesin,3,01,2015,1,135,Teknik Informatika,P
IF4071-2013,2013,Pembelajaran Mesin,3,02,2015,1,135,Teknik Informatika,P
IF4072-2013,2013,Pemrosesan Text dan Suara Bahasa Alami,3,01,2015,1,135,Teknik Informatika,P
IF4073-2013,2013,Interpretasi dan Pengolahan Citra,3,01,2015,1,135,Teknik Informatika,P
IF4090-2013,2013,Kerja Praktek,2,01,2015,1,135,Teknik Informatika,W
IF4091-2013,2013,Tugas Akhir I & Seminar,2,01,2015,1,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,01,2015,1,135,Teknik Informatika,W
IF4150-2013,2013,Rekayasa Perangkat Lunak Spesifik Domain,2,01,2015,1,135,Teknik Informatika,W
IF4150-2013,2013,Rekayasa Perangkat Lunak Spesifik Domain,2,02,2015,1,135,Teknik Informatika,W
IF5011-2013,2013,Sistem & Arsitektur Komputer B,2,02,2015,1,235,Informatika,P
IF5021-2013,2013,Algoritma & Pemrograman B,2,02,2015,1,235,Informatika,P
IF5031-2013,2013,Manajemen Informasi B,2,02,2015,1,235,Informatika,P
IF5140-2013,2013,Perancangan Arsitektur Enterprise,2,01,2015,1,235,Informatika,P
IF5142-2013,2013,Nilai & Resiko Teknologi Informasi,2,01,2015,1,235,Informatika,P
IF5145-2013,2013,Manajemen Pengembangan Aplikasi,2,01,2015,1,235,Informatika,P
IF5151-2013,2013,"Desain Interaksi,Visualisasi, dan Game",3,01,2015,1,235,Informatika,P
IF5160-2013,2013,Komputasi Berkinerja Tinggi,2,01,2015,1,235,Informatika,P
IF5171-2013,2013,Fundamental Intelijen Bisnis,2,01,2015,1,235,Informatika,P
II2110-2013,2013,Matematika STI,3,01,2015,1,182,Sistem dan Teknologi Informasi,W
II2111-2013,2013,Probabilitas dan Statistik,3,01,2015,1,182,Sistem dan Teknologi Informasi,W
II3120-2013,2013,Layanan Sistem dan Teknologi Informasi,3,01,2015,1,182,Sistem dan Teknologi Informasi,W
II3121-2013,2013,Analisis Kebutuhan Enterprise,3,01,2015,1,182,Sistem dan Teknologi Informasi,W
II3130-2013,2013,Sistem Operasi,3,01,2015,1,182,Sistem dan Teknologi Informasi,W
II3150-2013,2013,Sistem Multimedia,3,01,2015,1,182,Sistem dan Teknologi Informasi,P
II3160-2013,2013,Pemrograman Integratif,3,01,2015,1,182,Sistem dan Teknologi Informasi,W
II4021-2013,2013,Sistem Pendukung Pengambilan Keputusan,2,01,2015,1,182,Sistem dan Teknologi Informasi,P
II4022-2013,2013,Audit Teknologi Informasi,2,01,2015,1,182,Sistem dan Teknologi Informasi,P
II4033-2013,2013,Forensik Digital,2,01,2015,1,182,Sistem dan Teknologi Informasi,P
II4071-2013,2013,Keprofesian STI,2,01,2015,1,182,Sistem dan Teknologi Informasi,P
II4090-2013,2013,Kerja Praktek,2,01,2015,1,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2015,1,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2015,1,182,Sistem dan Teknologi Informasi,W
II4470-2013,2013,Hukum & Etika Teknologi Informasi,2,01,2015,1,182,Sistem dan Teknologi Informasi,W
II4471-2013,2013,Kapita Selekta STI,2,01,2015,1,182,Sistem dan Teknologi Informasi,W
KI1102-2013,2013,Kimia Dasar IB,2,01,2015,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,02,2015,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,03,2015,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,04,2015,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,05,2015,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,07,2015,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,12,2015,1,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2015,1,105,Kimia,W
KU1001-2013,2013,Olah Raga,2,01,2015,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,02,2015,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,03,2015,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,04,2015,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,05,2015,1,116,Farmasi Klinik dan Komunitas,W
KU1021-2013,2013,Bahasa Inggris: Pemahaman Teks Akademik,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU1021-2013,2013,Bahasa Inggris: Pemahaman Teks Akademik,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU1021-2013,2013,Bahasa Inggris: Pemahaman Teks Akademik,2,03,2015,1,179,Mata Kuliah Umum (MKU),P
KU1021-2013,2013,Bahasa Inggris: Pemahaman Teks Akademik,2,04,2015,1,179,Mata Kuliah Umum (MKU),P
KU1022-2013,2013,Bahasa Inggris: Penulisan Teks Akademik,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU1022-2013,2013,Bahasa Inggris: Penulisan Teks Akademik,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU1023-2013,2013,Bahasa Inggris: Teknik Presentasi,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU1023-2013,2013,Bahasa Inggris: Teknik Presentasi,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU1023-2013,2013,Bahasa Inggris: Teknik Presentasi,2,03,2015,1,179,Mata Kuliah Umum (MKU),P
KU1023-2013,2013,Bahasa Inggris: Teknik Presentasi,2,04,2015,1,179,Mata Kuliah Umum (MKU),P
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,03,2015,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,04,2015,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,05,2015,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,06,2015,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,07,2015,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,08,2015,1,165,Tahap Tahun Pertama STEI,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,06,2015,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,07,2015,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,08,2015,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,09,2015,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,10,2015,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,11,2015,1,169,Tahap Tahun Pertama FTMD,W
KU2061-2013,2013,Agama dan Etika Islam,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,04,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,05,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,06,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,07,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,08,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,09,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,11,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,13,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,17,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,18,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,19,2015,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,21,2015,1,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,03,2015,1,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,04,2015,1,179,Mata Kuliah Umum (MKU),P
KU2063-2013,2013,Agama dan Etika Katolik,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU2063-2013,2013,Agama dan Etika Katolik,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU2064-2013,2013,Agama dan Etika Hindu,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU2065-2013,2013,Agama dan Etika Budha,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU2065-2013,2013,Agama dan Etika Budha,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,02,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,03,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,05,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,06,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,07,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,08,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,09,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,10,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,11,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,12,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,13,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,14,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,15,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,16,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,19,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,20,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,21,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,22,2015,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,24,2015,1,179,Mata Kuliah Umum (MKU),W
KU4012-2013,2013,Komposisi,3,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,03,2015,1,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,04,2015,1,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,05,2015,1,179,Mata Kuliah Umum (MKU),P
KU4013-2013,2013,Apresiasi Sastra,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4074-2013,2013,Politik dan Tata Pemerintahan,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4075-2013,2013,Hukum Lingkungan,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU4094-2013,2013,Pengembangan Keprofesian A,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4094-2013,2013,Pengembangan Keprofesian A,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU4172-2013,2013,Hukum Perburuhan,2,03,2015,1,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU4183-2013,2013,Sosiologi Industri,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4183-2013,2013,Sosiologi Industri,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU4184-2013,2013,Antropologi,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4184-2013,2013,Antropologi,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU4190-2013,2013,Manajemen SDM,2,01,2015,1,179,Mata Kuliah Umum (MKU),P
KU4190-2013,2013,Manajemen SDM,2,03,2015,1,179,Mata Kuliah Umum (MKU),P
KU4193-2013,2013,Metode Berpikir Kreatif,2,02,2015,1,179,Mata Kuliah Umum (MKU),P
KU4193-2013,2013,Metode Berpikir Kreatif,2,03,2015,1,179,Mata Kuliah Umum (MKU),P
MA1101-2013,2013,Matematika IA,4,14,2015,1,101,Matematika,W
MA1101-2013,2013,Matematika IA,4,15,2015,1,101,Matematika,W
MA1101-2013,2013,Matematika IA,4,32,2015,1,101,Matematika,W
MA1101-2013,2013,Matematika IA,4,33,2015,1,101,Matematika,W
MA2011-2013,2013,Topik Wawasan Matematika,2,01,2015,1,101,Matematika,P
MA2082-2013,2013,Biostatistika,3,01,2015,1,101,Matematika,P
MB4011-2013,2013,Negosiasi,4,01,2015,1,190,Manajemen,P
MB4019-2013,2013,Kreativitas dan Inovasi,3,01,2015,1,190,Manajemen,P
MB4020-2013,2013,Manajemen Teknologi,4,01,2015,1,190,Manajemen,P
MB4042-2013,2013,Pasar Modal,3,01,2015,1,190,Manajemen,P
MB4051-2013,2013,Pengembangan Organisasi dan Organisasi Pembelajar,3,01,2015,1,190,Manajemen,P
ME4034-2013,2013,Kebijakan Iklim,3,01,2015,1,128,Meteorologi,P
MK3011-2013,2013,Bisnis Berbasis Teknologi,3,01,2015,1,192,Kewirausahaan,P
MR3001-2013,2013,Riset Pasar,3,01,2015,1,144,Manajemen Rekayasa,P
MR3002-2013,2013,Manajemen Teknologi,3,01,2015,1,144,Manajemen Rekayasa,P
MR4004-2013,2013,Manajemen Rekayasa Industri,2,04,2015,1,144,Manajemen Rekayasa,P
PL4042-2013,2013,Perencanaan dan Politik,2,01,2015,1,154,Perencanaan Wilayah dan Kota,P
SR2003-2013,2013,Seni Lukis Pilihan,3,01,2015,1,170,Seni Rupa,P
SR2006-2013,2013,Seni Keramik Pilihan,3,01,2015,1,170,Seni Rupa,P
SR4106-2013,2013,Komunikasi Seni,3,01,2015,1,170,Seni Rupa,P
TI3004-2013,2013,Ekonomi Teknik,2,01,2015,1,134,Teknik Industri,P
TI3004-2013,2013,Ekonomi Teknik,2,02,2015,1,134,Teknik Industri,P
TI3005-2013,2013,Organisasi & Manajemen Perusahaan Industri,2,01,2015,1,134,Teknik Industri,W
TI4004-2013,2013,Managemen Industri B,2,02,2015,1,134,Teknik Industri,P
TI4104-2013,2013,Kewirausahaan & Pengembangan Enterprais,3,02,2015,1,134,Teknik Industri,P
TL4002-2013,2013,Rekayasa Lingkungan,3,04,2015,1,153,Teknik Lingkungan,P
TL4103-2013,2013,Kesehatan Lingkungan Kerja,2,03,2015,1,153,Teknik Lingkungan,P
TL4104-2013,2013,Manajemen Teknik Lingkungan,3,03,2015,1,153,Teknik Lingkungan,P
AR4232-2013,2013,Arsitektur Islam,2,01,2015,2,152,Arsitektur,P
AS2005-2013,2013,Astronomi dan Lingkungan,2,01,2015,2,103,Astronomi,P
AS2005-2013,2013,Astronomi dan Lingkungan,2,02,2015,2,103,Astronomi,P
AS3201-2013,2013,Pengantar Kosmologi,3,01,2015,2,103,Astronomi,P
BI2001-2013,2013,Pengetahuan Lingkungan,2,01,2015,2,106,Biologi,W
DI3005-2013,2013,Desain Eksibisi,2,01,2015,2,173,Desain Interior,P
DI4006-2013,2013,Konservasi Interior Bersejarah,3,01,2015,2,173,Desain Interior,P
DK3014-2013,2013,Psikologi Persepsi,3,01,2015,2,174,Desain Komunikasi Visual,P
DK3014-2013,2013,Psikologi Persepsi,3,02,2015,2,174,Desain Komunikasi Visual,P
DK3016-2013,2013,Psikologi Sosial,2,01,2015,2,174,Desain Komunikasi Visual,P
DK4206-2013,2013,Game Desain,3,02,2015,2,174,Desain Komunikasi Visual,P
DK4210-2013,2013,Animasi Eksperimental,3,01,2015,2,174,Desain Komunikasi Visual,P
DP4202-2013,2013,Strategi Produk Kreatif,2,01,2015,2,175,Desain Produk,P
DP4204-2013,2013,Desain Produk Interaktif,2,01,2015,2,175,Desain Produk,P
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,01,2015,2,132,Teknik Elektro,W
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,02,2015,2,132,Teknik Elektro,W
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,03,2015,2,132,Teknik Elektro,W
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,04,2015,2,132,Teknik Elektro,W
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,05,2015,2,132,Teknik Elektro,W
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,06,2015,2,132,Teknik Elektro,W
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,07,2015,2,132,Teknik Elektro,W
EL2244-2013,2013,Sistem & Arsitektur Komputer,3,01,2015,2,132,Teknik Elektro,W
EL4233-2013,2013,Dasar Sistem & Kendali Cerdas,3,02,2015,2,132,Teknik Elektro,W
FI1101-2013,2013,Fisika Dasar IA,4,01,2015,2,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,16,2015,2,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,17,2015,2,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,18,2015,2,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,19,2015,2,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,20,2015,2,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,32,2015,2,102,Fisika,W
IF1210-2013,2013,Dasar Pemrograman,2,01,2015,2,135,Teknik Informatika,W
IF1210-2013,2013,Dasar Pemrograman,2,02,2015,2,135,Teknik Informatika,W
IF1210-2013,2013,Dasar Pemrograman,2,03,2015,2,135,Teknik Informatika,W
IF1210-2013,2013,Dasar Pemrograman,2,04,2015,2,135,Teknik Informatika,W
IF1210-2013,2013,Dasar Pemrograman,2,05,2015,2,135,Teknik Informatika,W
IF1210-2013,2013,Dasar Pemrograman,2,06,2015,2,135,Teknik Informatika,W
IF1210-2013,2013,Dasar Pemrograman,2,07,2015,2,135,Teknik Informatika,W
IF2122-2013,2013,Probabilitas & Statistika,3,01,2015,2,135,Teknik Informatika,W
IF2122-2013,2013,Probabilitas & Statistika,3,02,2015,2,135,Teknik Informatika,W
IF2210-2013,2013,Pemrograman Berorientasi Objek,3,01,2015,2,135,Teknik Informatika,W
IF2210-2013,2013,Pemrograman Berorientasi Objek,3,02,2015,2,135,Teknik Informatika,W
IF2210-2013,2013,Pemrograman Berorientasi Objek,3,03,2015,2,135,Teknik Informatika,W
IF2211-2013,2013,Strategi Algoritma,3,01,2015,2,135,Teknik Informatika,W
IF2211-2013,2013,Strategi Algoritma,3,02,2015,2,135,Teknik Informatika,W
IF2230-2013,2013,Sistem Operasi,3,01,2015,2,135,Teknik Informatika,W
IF2230-2013,2013,Sistem Operasi,3,02,2015,2,135,Teknik Informatika,W
IF2240-2013,2013,Basis Data,3,01,2015,2,135,Teknik Informatika,W
IF2240-2013,2013,Basis Data,3,02,2015,2,135,Teknik Informatika,W
IF2250-2013,2013,Dasar Rekayasa Perangkat Lunak,2,01,2015,2,135,Teknik Informatika,W
IF2250-2013,2013,Dasar Rekayasa Perangkat Lunak,2,02,2015,2,135,Teknik Informatika,W
IF3111-2013,2013,Pengembangan Aplikasi pada Platform Khusus,2,01,2015,2,135,Teknik Informatika,W
IF3111-2013,2013,Pengembangan Aplikasi pada Platform Khusus,2,02,2015,2,135,Teknik Informatika,W
IF3230-2013,2013,Sistem Paralel dan Terdistribusi,3,01,2015,2,135,Teknik Informatika,W
IF3230-2013,2013,Sistem Paralel dan Terdistribusi,3,02,2015,2,135,Teknik Informatika,W
IF3240-2013,2013,Sistem Informasi,3,01,2015,2,135,Teknik Informatika,W
IF3240-2013,2013,Sistem Informasi,3,02,2015,2,135,Teknik Informatika,W
